sentence,word,meaning
" Zwłaszcza że przyjęła się opinia o wielkich blokowiskach jako matecznikach blokersów, hip hopu, graffiti. Niekoniecznie to, co widoczne i krzykliwe, musi oddawać genius loci trójmiejskich osiedli z wielkiej płyty.[2]",blokowisko, osiedle mieszkaniowe zabudowane wielkimi blokami[1]
 Ten gimbus znowu się spóźnia.,gimbus, pot. autobus szkolny
 Wszystkie gimbusy z tej szkoły to wandale i chuligani!,gimbus, pot. lekcew. gimnazjalista[1]
" Wiech to stanowczo niedoceniony pisarz pierwszej klasy, który zdołał opisać bodaj tysiąc razy pijaństwo i mordobicie, za każdym razem inaczej[2].",mordobicie," posp. bijatyka, bójka, zwłaszcza z uderzaniem się po twarzy"
" Jebnął go tak potwornie mocno, że gość padł jak długi.",jebnąć, wulg. mocno uderzyć[1]
" Nudziło im się na lekcji geografii, więc jebnęli w tablicę globusem.",jebnąć, wulg. rzucić czymś[1]
" Byłem mocno upity, więc idąc do domu jebnąłem się o słup.",jebnąć, wulg. uderzyć się
 Przejście okazało się cholernie niskie i przez nieuwagę jebnąłem się o futrynę.,jebnąć, wulg. uderzyć się
" Już sina bladość ustąpiła z jej policzków, na których zarysowywał się chwilami lekki rumieniec[3].",siny," mający kolor niebieskofioletowy, czasem z szarym odcieniem[1]"
 Te japońce to jednak mają nasrane pod kopułą![2],japoniec, pot. lekcew. obraź. Japończyk
" Francuz, niemiec czy japoniec, jakie auto najlepsze?[3]",japoniec, pot. mot. samochód osobowy japońskiej produkcji
" W czasie tarła samice japońców wykorzystują samce innych ryb karpiowatych, by te polewały swoim nasieniem ich ikrę.[4]",japoniec," pot. icht. Carassius gibelio[1], karaś srebrzysty"
" Japoniec to niedrogie ciasto, które dzięki wykorzystaniu jabłek ma wilgotną i delikatną konsystencję.[5]",japoniec, pot. kulin. rodzaj ciasta z makiem i jabłkami
 Kazik wczoraj po pijaku odjebał numer i latał po ulicy z gołą dupą.,odjebać," wulg. zrobić coś dziwnego, nieprzewidywalnego lub głupiego"
 Jeszcze tylko odjebię to zadanie i będę wolny.,odjebać," wulg. robić coś niedbale, niestarannie, byle tylko szybko skończyć; także robić coś pod przymusem, niechętnie, bez zaangażowania[1]"
 Ty ziomek to potrafisz odjebać niezłą gadkę do psów.,odjebać," wulg. ogólne wyrażenie aprobaty lub pochwały czynności, pomysłu"
" Musimy go odjebać, zanim poda nas na psiarnię.",odjebać," środ. wulg. zabić, zastrzelić"
 Andżelika super odjebała się na ślub swojej siostry.,odjebać, wulg. wystroić się
" Ej, ty lepiej odjeb się od mojego brata, bo ci przypierdolimy.",odjebać, wulg. odczepić się
" Łżesz jak pies, draniu, pomyślał Konrad, ale wiedział już, że nie będzie umiał odmówić[1].",łgać jak pies, książk. bezczelnie kłamać
" Wychodzę kupić kilka tych pism, które są właściwie pismami niemieckimi po francusku, z tą różnicą, że łżą jeszcze bardziej, aniżeli prawdziwe niemieckie[1].",łgać, książk. kłamać
 Wyjeb to za okno!,wyjebać, wulg. wyrzucić coś[2]
" Nie mam już tego, bo wyjebałem to.",wyjebać, wulg. wyrzucić coś[2]
" Nie wkurwiaj mnie, bo ci wyjebię!",wyjebać, wulg. uderzyć kogoś[2]
 Wyjebałem się na lodzie i teraz dupa mnie boli.,wyjebać, wulg. przewrócić się[3]
" To już trzeci raz, jak ta gra mi dzisiaj się wyjebała.",wyjebać," wulg. o procesie komputerowym: ulec błędowi, który spowodował jego nagłe wyłączenie się"
 Przyszedł do mnie wczoraj i opowiadał takie różne sranie w banię.,sranie w banię," wulg. głupoty, bzdury[1]"
 – Przecież mówiłem ci o tym wczoraj. – Sranie w banię! Pierwszy raz o tym słyszę.,sranie w banię," wulg. wykrzyknienie, które może wyrażać lekceważenie dla czyjejś wypowiedzi, niedowierzanie, irytację[1]"
" Zjadłeś trzy gały lodów, wystarczy na dziś.",gała, pot. duża gałka
 Co tak wytrzeszczasz te gały?,gała, zwykle w lm pot. posp. oko
" Dopiero pierwszy miesiąc szkoły, a ja już załapałem trzy gały.",gała, środ. najniższa ocena szkolna
 Antonin zasnął w knajpie nad kuflem piwa.,knajpa, pot. gorszy typ restauracji
 Patrzy na dom gajowego i z zadowoleniem kręci sumiasty wąs.[1],gajowy, leśn. pracownik nadleśnictwa opiekujący się określoną częścią lasu
 Głowa mnie napierdala.,napierdalać, wulg. boleć[1]
 Napierdalałem w drzwi aż otworzył.,napierdalać, wulg. uderzać mocno
 Napierdalamy jak nakręcane samochodziki.,napierdalać," wulg. robić coś szybko, sprawnie"
 Napierdalam na pianinie.,napierdalać, wulg. grać
 Napierdolili mnie w parku.,napierdalać, wulg. bić dotkliwie[1]
 Sąsiad napierdolił mi kamoli do ogródka.,napierdalać," wulg. nakładać w nadmiarze, niepotrzebnie"
 Napierdolił się jak ruski czajnik.,napierdalać, wulg. upijać się
 Kibole napierdalają się z policją.,napierdalać, wulg. upijać się
 Kibole ciągle się napierdalają.,napierdalać, wulg. bić się[1]
 Ja ale odwaliłeś przypał!,przypał,
" Bardzo mi przykro, że spotkał cię ten przypał.",przypał,
 Ile na to ognisko zużyło się przypału.,przypał,
" Jeszcze tydzień temu miałem przypał, ale świetnie, że wyszedłem z tego cało.",przypał,
" Wczoraj nie mogłem nic zrobić, gliniarze zrobili przypał na okolicy.",przypał,
" Robisz to w takim publicznym miejscu, chyba jesteś przypałem.",przypał,
" Ja ale narobiłeś siary, jesteś jakimś przypałem!",przypał,
 Ten to se porucha w życiu. – Za dwóch![1],porucha, awaria
" Przyjęli mnie bardzo serdecznie, zaprosili do mieszkania i poczęstowali grochem z kapustą i kiełbasą.[1]",groch z kapustą," kulin. tradycyjne jarskie danie wigilijne z gotowanego żółtego grochu, kiszonej kapusty i grzybów; zob. też kapusta z grochem w Wikipedii"
" Mieszały się ze sobą w tłoku jak groch z kapustą wojewódzkie kontusze, fraki, czamary, granatowe kurty wojskowym krojem (…)[2]",groch z kapustą," przen. coś chaotycznego, bezładnie zmieszanego"
 Przyjaźnimy się z Bolkiem od lat.,Bolek, zdrobn. od: Bolesław
" …książę widział matkę swoją wesoło rozmawiającą z ministrem i przekonywał się, że w ostentacyjny sposób nie patrzą w jego stronę, jakby mu chcieli okazać lekceważenie.[1]",ostentacyjny," książk. robiony na pokaz, w sposób mający zwrócić czyjąś uwagę"
" Generał był Polakiem i ostentacyjnie zawsze mówił po polsku, nawet w urzędach. Znać było w jego wymowie pewne zacięcie i akcent rosyjski, ale ów akcent pasował jakoś do jego wyniosłej figury, do grubej kurty szczególnego kroju, okrągłej czapki z czerwonym lampasem i niebywałej wielkości daszkiem, do sukiennych kamaszów i siwych podkręconych wąsów[1].",ostentacyjnie, książk. przysł. od przymiotnika → ostentacyjny
 Nie mogłam już znieść odsuwania ważnych dla kobiet problemów na święte nigdy[2].,na święty nigdy," pot. żart. na świętego Dygdy, jak rak świśnie a ryba piśnie, jutro w grudniu po południu"
" Patrz, jaki burżuj się z niego zrobił: co miesiąc nową komórkę do szkoły przynosi.",burżuj, przen. pogard. bogacz
" Boję się przechodzić wieczorem koło tego nocnego sklepu, bo tam zawsze kręci się pełno żuli.",żul, posp. pogard. pijak[1]
" Ostatnio na naszym osiedlu widziałam jakichś żuli, nie zostawiaj więc otwartych drzwi.",żul, posp.[2] pogard.[2] chuligan lub drobny przestępca[3]
" Udzielał raz wywiadu kotek, że jest zdrowy,",ocipieć," pot. zwariować, zgłupieć, sfiksować"
,ocipieć,
,ocipieć,
,ocipieć,
 Nie musiałeś używać tak górnolotnego słownictwa aby opisać ten wiersz.,górnolotny," wyszukany, przesadnie wzniosły"
 Po co kupiłeś to barachło?,barachło," pot. coś bezwartościowego, tandetnego, byle co[1][2]"
" Kiedyś wdawałem się w gównoburze z antyszczepionkowcami, ale teraz uważam, że to bez sensu.",gównoburza,
 Podaj mi dekiel od słoika.,dekiel, pokrywka
 Chyba masz coś z deklem.,dekiel, czerep
 Nie rozmawiaj z tym deklem.,dekiel," świr, palant"
" Rezun cały skrwawiony, stał nad ofiarą.",rezun," przest. człowiek, który dokonuje napadów i zabójstw; zob. też rezun w Wikipedii"
 Psy szczają na chodniki.,szczać, wulg. oddawać mocz
" Bonhart to nieobliczalny sadysta. (…) W zależności od widzimisię pojmaną dziewczynę gotów zakatować albo porwać, by kazać jej walczyć na arenach[1].",widzimisię,
" Przeorganizowała kuchnię podług własnego widzimisię: poprzekładała rzeczy w szufladach, zgarnęła porcelanowe skorupy, ofiary furii Maurycego, znalazła i schowała na lepszą godzinę jego podarte memuary, kazała wywietrzyć pościel i osiarkowała piwnicę[2].",widzimisię,
" Jak będziesz takim nieukiem, to nie zdobędziesz odpowiedniego wykształcenia i dobrej pracy.",nieuk," ktoś, kto nie ma zamiłowania do nauki, także niedouczony"
" Zanim staniemy po stronie zygotarian i wygłosimy mściwy wykład o tym, że idiotka mogła się zabezpieczyć (…), przyjrzyjmy się sobie.[1]",zygotarianin,
" Pani domu - rozpłodowa kura domowa bez ambicji, żyjąca na cudzy koszt[2].",kura domowa," przen. pejor. o gospodyni domowej, kobiecie zajmującej się domem"
" Widać to choćby w specyficznym obciążaniu Saula, który z charyzmatycznego przywódcy przemienił się w szaleńca i bezbożnika.[1]",bezbożnik, przest. dziś pot. lekcew. albo obraź. osoba negująca istnienie Boga
" Z żwawej staruszki zmieniła się w bezsilne truchło, na łasce opieki społecznej[1].",truchło," przen. pot. pejor. obraź. człowiek stary, niedołężny"
 Krzyczy Moskal: — Pardon wołaj!,Moskal,
,Moskal,
,Moskal,
,Moskal,
" Pamiętacie, jak Moskale nie chciały jabłek kupować?",Moskal,
 Nazwała go jełopem.,jełop," pogard. człowiek nierozgarnięty, ograniczony, niezdatny do niczego"
 Nie dał się zwieść blichtrowi tego miasta.,blichtr," efekciarstwo, fasadowość, pozór"
 Zabraliśmy ze sobą tego nieudacznika i wpakował nas w niezłe tarapaty.,nieudacznik," osoba, której nic się nie udaje, której nie wiedzie się"
" Poszedłem na studia żeby nie zostać fizolem, jak moi bracia.",fizol,
 Moja babcia ma w gospodarstwie dziesięć kwok.,kwoka, kura będąca w okresie lęgowym
 Ta nowa sąsiadka kwocze jak kwoka.,kwoka," pogard. przen. kobieta gadatliwa, nieznośna"
 Odpierdol się wreszcie ode mnie!,odpierdolić," wulg. odczepić się, odstąpić (od kogoś, od czegoś)"
 Ale się dzisiaj odpierdoliłaś!,odpierdolić, wulg. ubrać się bardzo szykownie
" Zamiast przyłożyć się choć troszkę, to odjebałeś kompletny odpierdol!",odpierdol,
" A tylko mi tu odpierdol jakąś akcję, to wtedy cię zajebię!",odpierdol,
" O, kurwa, jakiś chuj zapierdolił mi portfel!",zapierdolić, wulg. ukraść
" Jak znajdę tego skurwiela, co ukradł mi portfel, to normalnie go zapierdolę.",zapierdolić, wulg. zabić
 Zapierdoliłem mu w mordę z całej siły.,zapierdolić, wulg. uderzyć
" – Bo czym tak naprawdę są Słowianie? – kontynuował Taras. – Słowian już nie ma. […] Słowianie to kopalne resztki. To skansen. Kultura, która zdechła i już nie rodzi. Bo nie ma po co. Bo przepierdoliła w konkurencji. Słowiańskość jest czymś takim samym, jak azteckość. Albo, kurwa, totenhockość[1].",przepierdolić,
" Syna miał istotnie, ale był to wielki nicpoń, który doszedłszy lat, nabroił Bóg wie co, a wreszcie poszedł w świat i znikł gdzieś bez śladu.[3]",nicpoń," człowiek bezwartościowy, lekkomyślny[1]"
" Taki wielki kwiat, to chyba fioł a nie fiołek!",fioł," fiołek, bratek"
" Chcę pokochać anioła, który ma na moim punkcie fioła. (M. Peszek: SMS)",fioł," bzik, fiksum"
" Musimy na niego uważać, bo to kompletny fioł.",fioł," dziwak, oryginał, szaleniec"
" Taki mądrala, a uwierzył…[2]",mądrala, ktoś wymądrzający się
" Dobrze, dobrze być cysorzem, • Choć to świnia i krwiopijca![1]",krwiopijca," przen. pejor. ten, który wyzyskuje innych"
 W klejnocie herbu jest zamieszczone pół ciołka.,ciołek, roczny byczek
" Nie lubię tej Maryśki, na mój widok zawsze wywala ozór.",ozór, pot. przen. język człowieka
 Na drugie danie podano ozór w galarecie.,ozór, kulin. odpowiednio przyrządzony ozór (1.1) bydlęcy
 Kilku naszych parobków pobiegło zaraz do pożaru.,parobek, hist. najemny pracownik rolny; zob. też parobek w Wikipedii
" Nawet nie zauważyłeś, jak zrobił z ciebie swojego parobka.",parobek," pogard. pachołek, sługus"
 Bramkostrzelny napastnik strzelił kolejnego gola.,gol, sport. umieszczenie piłki lub krążka w bramce i punkt zdobyty w ten sposób
" Panie fryzjer, pan mnie gol, a nie gadaj tyle.",gol, 2. os. lp rozk. od: golić
 Ochroniarz wyrzucił grubasa z klubu za jego fatalne zachowanie.,grubas, pot. pogard. otyła osoba
 Ten głupi sierściuch znów wlazł do garażu i pobrudził samochód!,sierściuch, żart. pogard. kot
" Nie stać go na porządne papierosy, tylko pali jakieś kopciuchy.",kopciuch," Nie stać go na porządne papierosy, tylko pali jakieś kopciuchy."
" Ty kopciuchu, idź się umyj!",kopciuch," brudas, flejtuch, fleja"
 Wczoraj zabrali jej synala do poprawczaka.,synal,
 Babcia mojej koleżanki leczyła się u znachora.,znachor," książk. człowiek bez uprawnień i bez odpowiedniego wykształcenia medycznego zajmujący się leczeniem ludzi, zwykle za pomocą ziół, zamawiania, guseł, czarów[1]"
" To nie radio, to rupieć.",rupieć," stary, zepsuty przedmiot"
 Wyrzuć wszystkie rupiecie!,rupieć, przedmiot niepotrzebny
" Nie wyrabiam, co za tępak!",tępak," pot. obraź. osoba tępa, głupia, mało inteligentna, bezmyślna"
 Jak można seksualnie wykorzystywać małoletnie dziecko? Dla mnie taki człowiek to najgorszy łajdak.,łajdak," pot. pejor. człowiek postępujący niezgodnie z normami etyki, godny pogardy"
" Nawet największy złoczyńca, najgorszy łajdak, czy zbrodniarz może mieć wyrzuty sumienia.",łajdak," pot. pejor. człowiek postępujący niezgodnie z normami etyki, godny pogardy"
" Powiedzcie temu łajdakowi, żeby się tu nawet nie pokazywał!",łajdak," pot. pejor. człowiek postępujący niezgodnie z normami etyki, godny pogardy"
" Janek ćpa już od roku, ale – jak każdy ćpun – twierdzi, że w każdej chwili może przestać.",ćpun, pot. pejor. narkoman
" Nie słuchaj swojego lidera! To stary pierdziel, który utknął w latach 90-tych.[1]",pierdziel,
" Zasraniec, czyli gówniarz, to według mojej prywatnej definicji człowiek, który domaga się przywilejów wieku dorosłego lub piastowanej funkcji, lecz nie chce się podporządkować obowiązkom z tego wynikającym.[2]",zasraniec,
" Nie tłumacz się, zasrańcu!",zasraniec,
 Pies leżał ranny na placu budowy i żaden z roboli mu nie pomógł[1].,robol, pot. pogard. robotnik
 Na obrazie artysta przedstawił wieśniaczkę drącą pierze.,wieśniaczka, przest. mieszkanka wsi
" Powiedz tej wieśniaczce, żeby trzymała język za zębami.",wieśniaczka," pot. pogard. prostaczka, kobieta prymitywna"
" Cholera, rozjebałem komputer!",rozjebać," wulg. rozwalić, rozbić, zniszczyć, zepsuć"
 Ale mnie rozjebałeś tym tekstem.,rozjebać," wulg. rozśmieszyć, zaskoczyć zupełną bzdurą"
" Cholera, rozjebałeś mnie do zera.",rozjebać," wulg. pokonać, wygrać"
 Po co rozjebałeś tak to okno?,rozjebać, wulg. otworzyć coś mocno
" Jak cię wkurwi, to mu przyjeb w mordę.",przyjebać," przypieprzyć, przypierdolić, wyjebać, jebnąć, pierdolnąć, pieprznąć, przykurwić, zakurwić"
 Dlaczego on się znów przyjebał do mnie?,przyjebać, Dlaczego on się znów przyjebał do mnie?
 Gruby ostro dojebał temu frajerowi z osiedla.,dojebać," wulg. uderzyć, przywalić"
 Ale mi dojebali roboty.,dojebać," wulg. przen. kazać zrobić komuś coś ciężkiego, zrzucić na kogoś jakiś trud, obowiązek"
 Czego te chuje dojebały do tego kebaba?,dojebać, wulg. dodać
 Ciągle tylko mnie krytykujesz! Odpuść już! Coś się tak dojebał?!,dojebać," wulg. przyczepić się, czepić się kogoś"
" Gdy przechodziliśmy koło stoiska z warzywami, dmuchnęła dwie kiście winogron.",dmuchnąć, pot. ukraść coś
" Powyrzucam te wszystkie kanalie, bydło wstrętne i niegodziwe![4].",kanalia," pejor. osoba podła, niegodziwa"
 — Jakże się zabawiasz? (…) — Jakby na teatrum! Cała Rzeczpospolita tańczy przede mną.  — Raczej cała polska kanalia z dostojnym opiekunem na czele[5].,kanalia, przest. pogard. zbiorowisko ludzi nic nie wartych[1]
" Wszystkie grupy – małżeństwa, jak i związki homoseksualne, zwolennicy naturalnych metod planowania rodziny i antykoncepcji, obrony dziecka poczętego i aborcjoniści – starają się mieć swoich reprezentantów w świecie polityki[2].",aborcjonista, zwolennik dopuszczalności aborcji[1]
 Między strzały z karabinów miesza się terkot maszynek oraz można odróżnić bardziej głuche strzały z dubeltówek[1].,terkot,
" Przerwała się w połowie ostatnia gama terkotu, szarpnęło coś w środku i młyn stanął[2].",terkot,
 Po odwilży z niesprzątniętego śniegu zrobiła się paskudna ciapa na chodnikach.,ciapa," pot. coś półpłynnego, mieszanina płynu i składników stałych"
 Ależ z niego ciapa – wszystko robi tak powoli i niezdarnie.,ciapa, pot. osoba niezdarna lub ślamazarna
" Krawaty w wielkie ciapy kolorowe w ogóle nie istnieją. No, może znajdziecie je na obrzeżach w sklepach z tzw. absolutnym szajsem[1].",ciapa," pot. nieregularna, spora plama"
" — ""Uuu! skarżypięta! Jak powiesz, to popamiętasz!"" — zagroził brat. — ""Jeżeli przestaniesz palić, to nie powiem, ale jeżeli nie chcesz przestać, to ja powiem."" — ""A powiedz: ja się nie boję i będę palił!"" Pawełek powiedział. (sic!)[1]",skarżypięta,
"  BARTOLO. I powiedzno jeszcze: jak smakowały małej Figaro cukierki, które jej zaniosłeś? (…)  FIGARO. A, a; te cukierki, dziś rano? Jakiż ze mnie ciemięga! Zupełnie mi wyleciały z głowy…[5]",ciemięga,
 Życie z tobą to wieczna ciemięga — powiedziała z wielką goryczą.,ciemięga,
" Widziałeś tego kudłacza, który wprowadził się do naszej klatki?",kudłacz," rozczochraniec, włochacz"
" Chciała uciec do miasta, ale wyszła za mąż za badylarza i została na wsi.",badylarz, pot. lekceważąco o ogrodniku[1]
" Sceny z ciotami wystającymi z nadzieją pod koszarami, goniącymi się po parku i jeżdżącymi po komunistycznej Polsce w poszukiwaniu przygodnego obciągu z pewnością mogą śmieszyć, lecz zmuszają także do pewnej smutnej refleksji nad ciężkim pedalskim żywotem.[1]",obciąg,
 Ile razy trzeba temu kmiotowi powtarzać?,kmiot,
 Nigdy tego kmiotek nie pojmie.,kmiotek,
" Nie lubię się bawić z Anią, to taka okropna chwalipięta.",chwalipięta," pot. ktoś, kto stale się czymś chwali"
" Kupuję czasem jajec u staruchy, ale poza tym nigdy z nią nie rozmawiam.",starucha,
 Dałaś babciną parasolkę jakiejś starusze pod kościołem?,starucha,
" Jeden przebrał w jadle miarkę • I ma w dupie oliwiarkę. • Gdy chciał pierdnąć na odmianę, • Obsrał okna, drzwi i ścianę[1].",pierdnąć, aspekt dokonany od: pierdzieć
" Okazuje się, że nietoperz prosty, wisząc na gałęzi blisko pnia, pada ofiarą węża. Dlatego nietoperze bardziej łebskie wiszą se na gałęzi końcu, bo wąż wtedy prędzej się wypierdoli, zanim do nich dotrze[1].",wypierdolić, aspekt dokonany od: wypierdalać
" Weź, w końcu, wypierdol te śmieci!",wypierdalać, wulg. usuwać coś zbędnego
" Wypierdalają nas z roboty za strajk, ale chuj z tym!",wypierdalać," wulg. usuwać kogoś skądś, zmuszać kogoś do oddalenia się skądś"
" Czego tu szukasz, skurwysynu? Wypierdalaj stąd, bo zaraz w ryj dostaniesz!",wypierdalać," wulg. wynosić się, opuszczać jakieś miejsce"
" Zrobiło się tu niebezpiecznie, wypierdalam stąd!",wypierdalać," wulg. wynosić się, opuszczać jakieś miejsce"
 Won stąd! Wypierdalać!,wypierdalać, kategoryczne wezwanie do opuszczenia przez kogoś zajmowanego miejsca lub stanowiska
" Cóż ty mnie, mamlasie, tak boszkosz? → Co ty, niedołęgo, mnie tak pieścisz?",mamlas,
 Ale to babsko jest brzydkie!,babsko, pogard. obraź. pejor. kobieta brzydka lub niesympatyczna
 Nie znoszę tego wrednego babska.,babsko, pogard. obraź. pejor. kobieta brzydka lub niesympatyczna
" Otrzymawszy ogładę damy z towarzystwa, stała się jednocześnie ofiarą społeczeństwa kastowego. (…) Dla młodych mężczyzn ze środowiska, które opuściła, była zbyt uczona, dla epuzerów ze środowiska, o którym marzyła, pozostała zbyt wielką prostaczką[1].",prostaczka," pejor. osoba płci żenskiej zachowująca się w sposób prymitywny, niekulturalny bądź chamski"
 Siedzę w pierdlu już ostatni rok.,pierdel, wulg. grub. więzienie[1]
 Żal patrzeć na to pospolite ryło.,ryło,
" Jak panu dam w ryło, to pana rodzony Lenin nie pozna.[1]",ryło,
" Uważa się za nie wiadomo kogo, a jest zwykłym gnojkiem.",gnojek," posp. obraź. człowiek, najczęściej młody, wzbudzający niechęć"
 A to gnojek!,gnojek," posp. obraź. człowiek, najczęściej młody, wzbudzający niechęć"
 Na chuj mi to przyniosłeś?,na chuj," po chuj, po jakiego/kiego grzyba, po jaką cholerę, po jakie licho"
 Na drugie śniadanie do szkoły dostałem ogromną bułę z żółtym serem.,buła,
 W formie buły występują często krzemienie i fosforyty.,buła,
 Jo mom buła.,buła,
" Jacek, ale z ciebie buła!",buła,
 Na poboczu porobiły się wielkie buły zmarzniętego błota śniegowego.,buła,
" Bularz to łojant, u którego nastąpił ucisk buły na przysadkę mózgową[3].",buła,
 Pierdolnąłem głupotę.,pierdolnąć, wulg. powiedzieć coś głupiego
 Pierdolnąłem Zenka w głowę.,pierdolnąć, wulg. uderzyć
 Pierdolnę ten obrazek na ścianę.,pierdolnąć, wulg. umieścić
 Pierdolnij mi masaż!,pierdolnąć," wulg. zrobić, wykonać"
 Pierdolnąłem sobie kebaba. Pierdolniemy po setce?,pierdolnąć," wulg. zjeść, wypić"
 Pierdolnę tym twoim obrazkiem o ścianę!,pierdolnąć, wulg. rzucić
" Była taka wichura, że maszt pierdolnął na ziemię.",pierdolnąć," wulg. runąć, przewrócić się, spaść"
 Bomba pierdolnęła!,pierdolnąć, wulg. wybuchnąć
 Pierdolnął mi akumulator w aucie.,pierdolnąć," wulg. zepsuć się, ulec awarii"
 Kiedy wreszcie to wszystko pierdolnie?!,pierdolnąć, wulg. definitywnie się skończyć
 Jak mnie od tego kabla pierdolnęło…,pierdolnąć, wulg. porazić prądem
 Pierdolnąłem się o drzwi.,pierdolnąć, wulg. uderzyć się
 Pierdolnąłem się w obliczeniach.,pierdolnąć, wulg. pomylić się
 Ale jestem zmęczony! Chcę jak najszybciej pierdolnąć się do wyrka i zasnąć.,pierdolnąć," wulg. położyć się, usiąść; spocząć"
 Ten wstrętny babsztyl znów zablokował mój samochód na parkingu.,babsztyl, pogard. o kobiecie brzydkiej lub niesympatycznej
 Codziennie na śniadanie wpierdalam trzy miski płatków owsianych.,wpierdalać, wulg. jeść
 Wpierdala mnie to!,wpierdalać," wulg. rzad. denerwować, złościć"
 Tomek wpierdolił Krzyśkowi.,wpierdalać," wulg. sprawiać komuś lanie, zbijać, wlewać"
 Wpierdalaj ten worek do bagażnika.,wpierdalać, wulg. wrzucać
 Gdzie wpierdolić ten gwóźdź?,wpierdalać, wulg. wbijać
 Osa wpierdoliła mi żądło w rękę.,wpierdalać, wulg. wbijać
 Musiałem wpierdolić w niego dwa magazynki.,wpierdalać, wulg. strzelać
 Nie wpierdalaj się w nie swoje sprawy!,wpierdalać, wulg. wtrącać się
 Wpierdoliłem się samochodem na słupek.,wpierdalać," wulg. wpadać na coś, zderzać się"
 Trzeba było dać mu w mordę za wpierdalanie się do mieszkania.,wpierdalać," wulg. wchodzić gdzieś, w szczególności nieproszonym"
" Wszyscy się martwimy, bo mój brat kolejny raz trafił do wariatkowa.",wariatkowo, pot. pejor. placówka medyczna dla osób chorych umysłowo
" Oni kompletnie zbzikowali! To nie jest firma, tylko jakieś kompletne wariatkowo!",wariatkowo," pot. żart. miejsce lub sytuacja, w której wszyscy postępują dziwnie, niezrozumiale"
 Po tym kryzysie poetka trafiła do domu wariatów.,dom wariatów, pot. zakład dla osób z zaburzeniami psychicznymi
 Już nie wyrabiam w tym domu wariatów.,dom wariatów, pot. brak ładu
" Samochód zepsuł się nam przy jakimś grajdole, w którym nie uświadczysz mechanika.",grajdoł, lekcew. zapadła wieś lub prowincjonalne miasteczko[1]
" Na plaży już pierwsze grajdoły, więc sezon w Sopocie rozpoczęty.",grajdoł, żart. pot. własne miejsce na plaży otoczone wałem z piasku lub parawanem
" (…) pewna pani napisała w liście do redakcji, taka hejterka jak wy wszyscy, że on nie zna się na niczym totalnie, łże, obraża etc.[1]",hejterka,
 Grog kupił w jednej z nadbrzeżnych spelunek.,spelunka, licha knajpa
" W spelunkach, tam, gdzie granda wódkę piła, i Stasiek pił, choć serce z bólu łka.[2]",spelunka, licha knajpa
" Synku, nie baw się z tym rudym kurduplem.",kurdupel," posp. pogard. ktoś bardzo niski, krępy, przysadzisty"
" A motłoch wył z rosnącą wściekłością, igrzysk i chleba...[1].",motłoch," pogard. gmin, lud"
" Zresztą teraz też nie bardzo wiem, jak o tym opowiadać, mimo że jestem już starym prykiem, otoczonym wspomnieniami, Pall Mallami i dorosłymi synami.[1]",pryk," pogard. lub żart. pot. człowiek stary, zniedołężniały"
" Już z wielogodzinnym wyprzedzeniem wiedziałem, że dzisiaj będę mieć przesrane w pracy, i właśnie pan Mariański mi to chyba zaczął unaoczniać.",mieć przesrane,
" Osobno jest czternaście tysięcy rzemieślników, którzy ręczne bronie robią do szaraju ustawicznie, i powinni je chędożyć w sklepach co tydzień, aby nic pordzewiałego nie nalazło się, kiedy tam cesarz zajrzy[2].",chędożyć," przest.[1] sprzątać, czyścić, porządkować"
" W Rawie już stojąc na kwaterze, nie miałem obowiązku chędożenia konia, lecz przy trąbieniu pobudki musiałem być w stajni tak jak inni żołnierze, wolałbym jednak był konia chędożyć a spać na sienniku w koszarach, jak mieć kwaterę jaką tam miałem[3].",chędożyć," przest.[1] sprzątać, czyścić, porządkować"
" Degas żyje jak mały notariusz i nie lubi kobiet; wie, że gdyby je lubił i dużo chędożył, to ze swoją mózgową chorobą byłby w malowaniu do niczego[4].",chędożyć, przest. odbywać z kimś stosunek płciowy
" I pragnie jak najprędzej połączyć się z tobą. / Ach, już widzę, jak będziecie chędożyć się z sobą[5].",chędożyć, przest. współżyć płciowo ze sobą
 Praca skryby była bardzo żmudna.,skryba," hist. ten, który przepisywał księgi lub dokumenty"
 Pracował nad tym niczym skryba.,skryba, żart. urzędnik lub literat
" Nie wiedzieli, w jaki sposób mnie traktować: czy z dystansem, czy po prostu mnie opieprzać, kiedy coś źle robię[2].",opieprzać,
 Jak perfekcyjnie opieprzać się w pracy[3],opieprzać,
" Nie wiem czy pamiętasz, ale poprzednio pisałem ci, że wróciła do niego jego żona-latawica i któregoś wieczoru zastał ją nagusieńką w swoim łóżku. Od tego czasu chroni się przed nią u swojej matki[2].",latawica, obraź. kobieta szukająca rozrywek poza domem[1]
" Zadzwonił do mnie kolega i powiedział, że widział mnie z nią. Powiedział mi, że tracę czas i spotykam się z latawicą. Początkowo mu nie wierzyłem, z czasem zacząłem się zastanawiać, że wszystko poszło szybciej niż zwykle…[3]",latawica, obraź. kobieta prowadząca rozwiązły tryb życia
" Klakierzy nie tylko klaskali po występie swojego aktora, ale też gwizdali po występach jego konkurentów.",klakier," osoba opłacona przez artystę, która za wynagrodzenie wyraża zachwyt nad jego dziełem"
 Na salę wszedł premier ze swoimi klakierami.,klakier," pot. osoba, która obłudnie popiera kogoś lub chwali go, licząc na jego poparcie"
